trt,title,field,verdict,drop_stage,isim_adayi,guven,kanit_frame,kanit_ocr,gorsel_gozlem,note,code_location,fix_hint
2010-9280,MİRAS,YONETMEN,A_ELENDI,garble_gate,Aydın Sayman (drama yönetmeni),ORTA,E:\MITAS\Database\MİRAS 2010-9280-1-0000-88-1\reading_master_runaware.png,"""drama yenetmeni Aydin Sayman"" (jenerik_debug/vl/gemma_kunye.json candidate_names listesinde var, ancak guarded.dropped listesinde elenmis)",reading_master_runaware.png crawl'inda (cikis jenerigi) 'drama unit' basligi altinda 'drama yönetmeni  Aydın Sayman' / 'yardımcı yönetmen  Ece Eryılmaz' satirlari NET ve tam okunur sekilde gorunuyor (crop y=650-720). Ayrica 'action unit' altinda 'aksiyon yönetmeni  Tarkan Özel' ve ust kisimda 'görüntü yönetmeni  Aşkın Sağıroğlu' (goruntu yonetmeni = yonetmen yardimcisi/DP) var. Fakat tek basina 'Y,"Final kunye.txt/ocr_ham.txt'de 'Yönetmen' hic gecmiyor (sadece 'drama yönetmeni', 'aksiyon yönetmeni', 'yardımcı yönetmen' alt-birim rolleri var); teknik.txt'de 'Yönetmen: —' olarak bos birakilmis. route.agir='yönetmen garble (okunamadı)' ve VL/GLM adayi 'drama yenetmeni Aydin Sayman' guard asamasinda dusurulmus (drop_stage=garble_gate) cunku alt-birim etiketiyle (drama unit) belirsiz/garbled kabu",,"Final kunye.txt/ocr_ham.txt'de 'Yönetmen' hic gecmiyor (sadece 'drama yönetmeni', 'aksiyon yönetmeni', 'yardımcı yönetmen' alt-birim rolleri var); teknik.txt'de 'Yönetmen: —' olarak bos birakilmis. route.agir='yönetmen garble (okunamadı)' ve VL/GLM adayi 'drama yenetmeni Aydin Sayman' guard asamasinda dusurulmus (drop_stage=garble_gate) cunku alt-birim etiketiyle (drama unit) belirsiz/garbled kabu"
2011-9170,ÇALIŞAN HAYATLAR,YONETMEN,D_JENERIKTE_YOK,,,ORTA,E:\MITAS\Database\ÇALIŞAN HAYATLAR 2011-9170-1-0000-00-1\frames\giris_jenerik\g_0025.png,"kunye.txt / ocr_ham.txt / dilim_oneocr.txt hicbirinde 'DIRECTED BY' yok; sadece 'First Assistant Director', 'Second Assistant Director', '2nd 2nd Assiszane Directar' gibi asistan-yonetmen satirlari var (ocr_raw_all.txt satir 2059-2461 civari)","giris.png master ve giris_reading_master_runaware.png master tam okundu: 'AN A2 ENTERTAINMENT PRODUCTION' / 'A CODE ENTERTAINMENT PRODUCTION' kartindan hemen sonra dogrudan 'JOSH LUCAS' kartina geciliyor (g_0004.png, g_0012.png, g_0025.png kareleri tek tek acildi). Aralarinda 'DIRECTED BY' / 'A FILM BY' kartina rastlanmadi. Kapanis jenerigi de (master_dilim/reading_master_runaware_p01/p02/p03.png,","_DURUM.json route.agir='yonetmen garble (okunamadi)' diyor ve KONTROL'e dusurmus, ancak hem tum OCR kaynaklari (kunye.txt/ocr_ham.txt x2/dilim_oneocr.txt/ocr_raw_all.txt) hem de tum master PNG+jenerik kareler taranmis olup hicbirinde yonetmen adi/karti YOK; vl_yon_aday/vl_yon_kaynak/vl_yon_eslesme de None -> bu 'garble/okunamadi' degil, jenerikte yonetmen kredisinin fiilen bulunmamasi (D) olarak d",,"_DURUM.json route.agir='yonetmen garble (okunamadi)' diyor ve KONTROL'e dusurmus, ancak hem tum OCR kaynaklari (kunye.txt/ocr_ham.txt x2/dilim_oneocr.txt/ocr_raw_all.txt) hem de tum master PNG+jenerik kareler taranmis olup hicbirinde yonetmen adi/karti YOK; vl_yon_aday/vl_yon_kaynak/vl_yon_eslesme de None -> bu 'garble/okunamadi' degil, jenerikte yonetmen kredisinin fiilen bulunmamasi (D) olarak d"
2011-9175,SHAOLIN,RENDER,A_ELENDI,lexicon_anchor_misparse,Benny Chan / 陳木勝,ORTA,E:\MITAS\Database\SHAOLIN 2011-9175-1-0000-90-1\frames\cikis\c_0222.png,"ocr_raw_all.txt satir492: 'Benny Chan' (frame c_0222.png, bbox y0:328 y1:342)",c_0222.png ve c_0225.png karelerinde yonetmen karti acikca okunur: kirmizi logo yaninda CJK '陳木勝 監製 導演' ve altinda Latin 'Produced & Directed by / Benny Chan'.,"Final PDF'te YONETMEN='BENNY CHAN' dogru Latin olarak basilmis (kunye_onizleme.png); route.agir'i tetikleyen CJK sizintisi bu alanda degil, pdf/afis.jpg gorselinde (少林木人巷 vb.) - kunye metin alanlari (Yonetmen/Oyuncu/Yapimci) temiz Latin, sadece afis-kaynakli CJK isaretlenmis, kontrole dusme haklidir cunku afis yanlis filme (1976 SHAOLIN WOODEN MEN) ait gorunuyor.",,"Final PDF'te YONETMEN='BENNY CHAN' dogru Latin olarak basilmis (kunye_onizleme.png); route.agir'i tetikleyen CJK sizintisi bu alanda degil, pdf/afis.jpg gorselinde (少林木人巷 vb.) - kunye metin alanlari (Yonetmen/Oyuncu/Yapimci) temiz Latin, sadece afis-kaynakli CJK isaretlenmis, kontrole dusme haklidir cunku afis yanlis filme (1976 SHAOLIN WOODEN MEN) ait gorunuyor."
2011-9175,SHAOLIN,RENDER,D_JENERIKTE_YOK,,,ORTA,E:\MITAS\Database\SHAOLIN 2011-9175-1-0000-90-1\pdf\afis.jpg,qwen_qc.notlar: 'Afişte üzerinde Çince karakterler bulunmaktadır.',"Afis (pdf/afis.jpg) 'SHAOLIN WOODEN MEN' (1976, Jackie Chan/Chen Chi-Hwa) afisidir; 2011 filmi SHAOLIN (Benny Chan/Andy Lau) ile eslesmiyor, CJK yazilar (少林木人巷,成龍,羅維) bu yanlis afisten geliyor.","Afis-eslestirme hatasi ayri bir sorun; RENDER alaninin CJK-sizma gerekcesi bu yanlis afisten kaynaklaniyor, kunye metin alanlarindan degil.",,"Afis-eslestirme hatasi ayri bir sorun; RENDER alaninin CJK-sizma gerekcesi bu yanlis afisten kaynaklaniyor, kunye metin alanlarindan degil."
2011-9175,SHAOLIN,RENDER,E_VERI_YOK,,,DUSUK,E:\MITAS\Database\SHAOLIN 2011-9175-1-0000-90-1\pdf\kunye_onizleme.png,kunye_teslim.md: 'Yönetmen: BENNY CHAN' / 'Oyuncular: ANDY LAU; NICHOLAS TSE; ...',"Kunye_teslim.md ve kunye_onizleme.png metin alanlari (Yonetmen/Oyuncu/Yapimci/Ozet) tamamen Latin/ASCII, latin-disi karakter icermiyor; PDF'in kendisi tek sayfa ve onizlemeyle ozdes.",Final render metin alanlarinda ek bir latin-disi/render defekti gozlemlenmedi; route karari afis kaynakli oldugu icin bu alt-bulgu icin ayrica veri yok.,,Final render metin alanlarinda ek bir latin-disi/render defekti gozlemlenmedi; route karari afis kaynakli oldugu icin bu alt-bulgu icin ayrica veri yok.
2011-9209,EL GUSTO,YONETMEN,A_ELENDI,identity_unlocked,SAFINEZ BOUSBIA,YUKSEK,E:\MITAS\Database\EL GUSTO 2011-9209-1-0000-90-1\master_dilim\reading_master_runaware_p02.png,"master_dilim/dilim_oneocr.txt satir 62-63: ""WRITTEN AND DIRECTED BY / SAFINEZ BOUSBIA""","p02 karesinde alt bolumde beyaz, net, Latin harfli 'WRITTEN AND DIRECTED BY' basligi ve altinda 'SAFINEZ BOUSBIA' adi tamamen okunur sekilde goruluyor; bulanikligi/bozulma yok.","_DURUM.json 'yonetmen garble (okunamadi)' diyor ama asil neden OCR job (ocr-9aef57e9) bucket=HATA/0 satir donmus; ayri bir gec-OCR pass (master_dilim/dilim_oneocr.txt) adi dogru yakalamis fakat credit_text/QC1'e hic beslenmemis. KB lookup 'otoriter_yonetmen: [""Safinez Bousbia""]' bulmus ama cast_ortusme=0 oldugu icin identity kilitlenemedi ve alan bos birakildi.",,"_DURUM.json 'yonetmen garble (okunamadi)' diyor ama asil neden OCR job (ocr-9aef57e9) bucket=HATA/0 satir donmus; ayri bir gec-OCR pass (master_dilim/dilim_oneocr.txt) adi dogru yakalamis fakat credit_text/QC1'e hic beslenmemis. KB lookup 'otoriter_yonetmen: [""Safinez Bousbia""]' bulmus ama cast_ortusme=0 oldugu icin identity kilitlenemedi ve alan bos birakildi."
2011-9209,EL GUSTO,KIMLIK,A_ELENDI,KB_veto,"El Gusto (2011), imdb tt1946205",YUKSEK,E:\MITAS\Database\EL GUSTO 2011-9209-1-0000-90-1\master_dilim\reading_master_runaware_p02.png,"debug_trace/trace.jsonl kb.external_lookup: ""eslesen_film"": ""El Gusto"", ""eslesen_yil"": 2011, ""cast_ortusme"": 0, ""otoriter_yonetmen"": [""Safinez Bousbia""], ""imdb_id"": ""tt1946205"", ""verdict"": ""OKUNAN_YOK""",Cast okunuyordu (bkz. CAST alani); KB modulu dogru filmi/yili/imdb'yi zaten bulmus ama cast-ortusme=0 sayildigi icin (OCR'dan hic cast gelmedigi icin karsilastirma yapilamadi) kimlik 'OKUNAN_YOK' ile kilitlenemedi.,"Kimlik kurulamama nedeni gercek veri eksikligi degil; OCR bucket=HATA oldugu icin cast/yonetmen KB'ye hic girdi olarak gitmedi, boylece cast_ortusme hesaplanamadan 0 kaldi ve 'kimlik celiskisi' etiketiyle KONTROL'e dustu.",,"Kimlik kurulamama nedeni gercek veri eksikligi degil; OCR bucket=HATA oldugu icin cast/yonetmen KB'ye hic girdi olarak gitmedi, boylece cast_ortusme hesaplanamadan 0 kaldi ve 'kimlik celiskisi' etiketiyle KONTROL'e dustu."
2011-9209,EL GUSTO,CAST,A_ELENDI,guard,"Robert Castel, Maurice El Medioni, Mustapha Tahmi, Mohamed El Ferkioui, Luc Cherki, Reda El Djillali, Jose De Suza, Philippe Darmon",YUKSEK,E:\MITAS\Database\EL GUSTO 2011-9209-1-0000-90-1\reading_master_runaware.png,master_dilim/dilim_oneocr.txt satir 9-33: EL HADIC / MOHAMED FERKIOUY / MUSTAPHA TAHMI / ROBERT CASTEL / MAURICE EL MEDIONI / LUC CHERKI / REDA EL DJILLALI / JOSE DE SUZA / PHILIPPE DARMON,"reading_master_runaware.png'de onlarca isim, alt-yazi tarzi beyaz Latin harflerle, portre kareleriyle esleserek net okunuyor (orn. 'ROBERT CASTEL', 'MAURICE EL MEDIONI').",Ana OCR job'i (ocr-9aef57e9) 0 satir/HATA dondugu ve VL fallback da bos ('vl':'kostu' ama sonuc bos) kaldigi icin credit_text asamasi cast'i hic goremedi; final cast=['-'] oldu. Gec-OCR (dilim_oneocr.txt) verisi pipeline'a entegre edilmemis.,,Ana OCR job'i (ocr-9aef57e9) 0 satir/HATA dondugu ve VL fallback da bos ('vl':'kostu' ama sonuc bos) kaldigi icin credit_text asamasi cast'i hic goremedi; final cast=['-'] oldu. Gec-OCR (dilim_oneocr.txt) verisi pipeline'a entegre edilmemis.
2011-9209,EL GUSTO,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,,"clip.json: modules/asr/status = ""failed""; _DURUM.json: ""asr_status"": ""failed"", ""transcript_chars"": null","asr/asr-29d068e9/run/ klasorunde sadece subtitle.json (altyazi varlik-tespiti, transkript degil) ve ham _asr_16k.wav var; hicbir transcript*.txt veya chlang.json dosyasi yok.",pdf/kunye_teslim.md'de ozet alani placeholder: '(OZET AYRI BIR ADIMDA URETILECEKTIR.)' - hic uretilmemis; ASR gercekten failed oldugundan uretilecek transkript kaynak metni de yok.,,pdf/kunye_teslim.md'de ozet alani placeholder: '(OZET AYRI BIR ADIMDA URETILECEKTIR.)' - hic uretilmemis; ASR gercekten failed oldugundan uretilecek transkript kaynak metni de yok.
2011-9224,KANDAHAR,KIMLIK,A_ELENDI,identity_unlocked,"Mohsen Makhmalbaf + 8 oyuncu (Niloufar Padhira, Hassan Tantayi, Sedu Timuri, Hayatullah Hakimi, Safdar Shojaei, Mohammad Haider Barbari, Mulla Zahir Timuri, Magdalena Ozdauska)",ORTA,E:\MITAS\Database\KANDAHAR 2011-9224-1-0000-88-1\giris_reading_master_runaware.png,ocr/ocr-df4f4b89/ocr_ham.txt satir48-56: 'بازیگران: نيلوفر پذيرا / حسن طنطايى / سدو تيمورى / حيات الله حكيمى / صفدر شجاعى / محمد حيدر بربرى / ملاظاهر تيمورى / مكدالنا اوزداوسكا',"giris_reading_master_runaware.png: 'سفر قندهار' basligi altinda kucuk yaziyla 'محسن مخملباف' (Mohsen Makhmalbaf) 3 kez tekrarli, net okunur. cikis.png master'da 'بازیگران:' basligi altinda 8+ oyuncu adi Farsca/Arapca alfabede net okunur.","Onemli duzeltme: bu alan FIILEN ELENMEMIS. _log.jsonl credit_validate yonetmeni 'DOGRULANAMADI' (KB zayif-teyit/tek-aday) isaretlemis ve KONTROL rotasina dusurmus, ama final teslim metninde (2011-9224-1-0000-88-1 KANDAHAR.txt, pdf/kunye_onizleme.png) yonetmen 'MOHSEN MAKHMALBAF' ve 8 oyuncunun tamami eksiksiz render edilmis -- veri kaybi/drop yok, sadece otomatik KB-dogrulama zayif kaldigi icin in",,"Onemli duzeltme: bu alan FIILEN ELENMEMIS. _log.jsonl credit_validate yonetmeni 'DOGRULANAMADI' (KB zayif-teyit/tek-aday) isaretlemis ve KONTROL rotasina dusurmus, ama final teslim metninde (2011-9224-1-0000-88-1 KANDAHAR.txt, pdf/kunye_onizleme.png) yonetmen 'MOHSEN MAKHMALBAF' ve 8 oyuncunun tamami eksiksiz render edilmis -- veri kaybi/drop yok, sadece otomatik KB-dogrulama zayif kaldigi icin in"
2011-9224,KANDAHAR,RENDER,A_ELENDI,identity_unlocked,,YUKSEK,E:\MITAS\Database\KANDAHAR 2011-9224-1-0000-88-1\pdf\kunye_onizleme.png,"ocr_ham.txt satir1: 'صفر قندهار' / satir2: 'محن مضلباف' (Farsca/Arapca alfabe, ham OCR gurultulu-bozuk varyantlar icerir).","Kaynak jenerik gercekten Latin-disi (Arapca/Farsca alfabe, bazan Kiril-benzer Tamil/CJK OCR-gurultu karisimi ic. satir24 'சாரி' Tamil karakter, ham OCR gurultusu). Final teslim txt/PDF'te ise TAMAMEN Latin harfli, bozuk karakter YOK -- transliterasyon basarili.","RENDER bayragi dogru tespit: kaynak Latin-disi alfabede oldugu icin qc_block 'romanizasyon insan teyidi gerek' ile KONTROL'e dusurulmus. Final render (txt/pdf) kontrol edildi: Latin-disi karakter YOK, transliterasyon MOHSEN MAKHMALBAF ve 8 oyuncu adi ile duzgun ve tutarli render edilmis -- bu bir 'A_ELENDI' degil aslinda basarili bir transliterasyon-render'dir; en yakin uyan secenek olarak isaretl",,"RENDER bayragi dogru tespit: kaynak Latin-disi alfabede oldugu icin qc_block 'romanizasyon insan teyidi gerek' ile KONTROL'e dusurulmus. Final render (txt/pdf) kontrol edildi: Latin-disi karakter YOK, transliterasyon MOHSEN MAKHMALBAF ve 8 oyuncu adi ile duzgun ve tutarli render edilmis -- bu bir 'A_ELENDI' degil aslinda basarili bir transliterasyon-render'dir; en yakin uyan secenek olarak isaretl"
2015-0134,ADI YUNUS,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,E:\MITAS\Database\ADI YUNUS 2015-0134-1-0000-85-1\pdf\kunye_onizleme.png,"transcript.txt: '1 [00:02:02] İzlediğiniz için teşekkür ederim.' (transcript_chars=33, asr_segments=1)","kunye_onizleme.png'de OZET kutusu acikca okunur: 'VERILEN DOSYA ICERIGINDE BIR FILM OZETI OLUSTURULMASINA YETECEK HERHANGI BIR OLAY ORGUSU, KARAKTER VEYA BILGI BULUNMAMAKTADIR. SADECE IZLEYICIYE YONELIK BIR TESEKKUR IFADESI YER ALMAKTADIR.'","ASR transkripti sadece jenerik kapanis cumlesi (33 karakter, 1 segment); ozet uretilecek konusma/olay verisi yok, sistem bunu dogru raporlamis (placeholder degil, aciklayici metin); _DURUM.json qwen_qc.ozet_var=false ve qwen_uyari ile tutarli.",,"ASR transkripti sadece jenerik kapanis cumlesi (33 karakter, 1 segment); ozet uretilecek konusma/olay verisi yok, sistem bunu dogru raporlamis (placeholder degil, aciklayici metin); _DURUM.json qwen_qc.ozet_var=false ve qwen_uyari ile tutarli."
2015-0138,YA NASİP YA KISMET,YONETMEN,A_ELENDI,KB_veto / deferans,GÖKMEN TOSUN,YUKSEK,E:\MITAS\Database\YA NASİP YA KISMET 2015-0138-1-0000-85-1\frames\cikis\c_0502.png,"ocr/ocr-f93e464d/ocr_ham.txt satir 30-31: 'YONETMEN' / 'GOKMEN TOSUN' (ayrica master_dilim/dilim_oneocr.txt satir 17-19: 'N TOSUN / YONETN / GOKMEN TOSUN'; ocr_raw_reads.jsonl frame_index 770-772, c_0501-c_0503: 'GOMIN TOSUN'->'YONETMEN'+'GOKMEN TOSUN'->'YONETMEN'+'GÖKMEN TOSUN')","frames/cikis/c_0502.png ve c_0503.png: tas doseli avluda iki ceset ustunde beyaz altyazi karti net okunuyor: 'YONETMEN' / 'GOKMEN TOSUN' (Latin alfabe, yuksek kontrast, tam okunur). c_0501.png'de aynı yazi soluk/fade-in halinde.","Yonetmen adi frame+OCR+XML(xml_roles.yonetmen=['GÖKMEN TOSUN'])'de UCU UCUNA dogrulanmis halde mevcutken, credit_validate asamasinda IMDb'den yanlis kisi (Muharrem Muhsin Aydin - aslinda YAPIMCI) 'GUCLU/DOGRULANDI' donup XML dissent'i yuttu (trace.jsonl L11-12: 'dissent yutuldu'); sonra v4/kb asamasinda (L17,L19) yonetmen tamamen bosaltildi, gerekce olarak yanlislikla 'okunamadi (kareden okunmadi;",,"Yonetmen adi frame+OCR+XML(xml_roles.yonetmen=['GÖKMEN TOSUN'])'de UCU UCUNA dogrulanmis halde mevcutken, credit_validate asamasinda IMDb'den yanlis kisi (Muharrem Muhsin Aydin - aslinda YAPIMCI) 'GUCLU/DOGRULANDI' donup XML dissent'i yuttu (trace.jsonl L11-12: 'dissent yutuldu'); sonra v4/kb asamasinda (L17,L19) yonetmen tamamen bosaltildi, gerekce olarak yanlislikla 'okunamadi (kareden okunmadi;"
2016-2213,NİNJA KAPLUMBAĞALAR,YONETMEN,A_ELENDI,deferans,DAVE GREEN,YUKSEK,E:\MITAS\Database\NİNJA KAPLUMBAĞALAR 2016-2213-1-0000-90-1\frames\cikis\c_0078.png,kunye.txt satır 64-66: 'DIRECTED BY / NAPOLEON SMITH III / DAVE GREEN'; ocr_ham.txt satır 77-80: 'Directed by / KEVIN EASTMAN / NAPOLEON SMITH III / DAVE GREEN',"c_0078.png ve c_0079.png karelerinde (cikis jeneriği) 'Directed by' etiketinin hemen altında 'DAVE GREEN' tamamen net, yüksek kontrastlı (pembe leke fonu üzerinde açık mavi Latin harf), tam okunur şekilde görünüyor.","_log.jsonl credit_validate: sistem yonetmen.value='KEVIN EASTMAN' (yanlış aday) seçmiş, DAVE GREEN'i (XML kaynağında zaten doğru) Wiki='Jonathan Liebesman' çelişkisiyle CELISKI/BAYRAK'a düşürmüş; final _DURUM.json'da yonetmen_var=false, alan tamamen boş bırakılıp KONTROL'e gitmiş. Master reading_master_runaware_p01.png passthrough'ında da bu 'Directed by' kartı atlanmış (doğrudan sonraki 'Produced",,"_log.jsonl credit_validate: sistem yonetmen.value='KEVIN EASTMAN' (yanlış aday) seçmiş, DAVE GREEN'i (XML kaynağında zaten doğru) Wiki='Jonathan Liebesman' çelişkisiyle CELISKI/BAYRAK'a düşürmüş; final _DURUM.json'da yonetmen_var=false, alan tamamen boş bırakılıp KONTROL'e gitmiş. Master reading_master_runaware_p01.png passthrough'ında da bu 'Directed by' kartı atlanmış (doğrudan sonraki 'Produced"
2016-2213,NİNJA KAPLUMBAĞALAR,KIMLIK,A_ELENDI,KB_veto,MEGAN FOX / WILL ARNETT / LAURA LINNEY / STEPHEN AMELL / NOEL FISHER / JEREMY HOWARD / PETE PLOSZEK / ALAN RITCHSON,YUKSEK,E:\MITAS\Database\NİNJA KAPLUMBAĞALAR 2016-2213-1-0000-90-1\frames\cikis\c_0275.png,ocr_ham.txt satır 165-194: 'CAST / MEGAN FOX / WILL ARNETT / VERNON FENWICK / LAURA LINNEY / CHIEF VINCENT / STEPHEN AMELL / CASEY JONES / NOEL FISHER / MICHELANGELO / DONATELLO / JEREMY HOWARD / PETE PLOSZEK / LEONARDO / ALAN RITCHSON / RAPHAEL / TYLER PERRY ...',"c_0273.png ve c_0275.png karelerinde (cikis jeneriği) 'CAST' başlığı altında karakter-oyuncu eşleşmesi (April O'Neil-Megan Fox, Vernon Fenwick-Will Arnett, Chief Vincent-Laura Linney, Casey Jones-Stephen Amell, Michelangelo-Noel Fisher, Donatello-Jeremy Howard, Leonardo-Pete Ploszek, Raphael-Alan Ritchson) tamamen net, Latin alfabesinde, yüksek çözünürlükte okunur.","route.agir 'kimlik kurulamadı (cast-örtüşmesi 0) / yanlış-film şüphesi' diyor ama cast hem ham OCR'da hem gerçek framede tam ve okunur; _log.jsonl credit_validate.cast.value de doğru isimlerle dolu. Sorun cast okunabilirliği değil, KB cross-check/örtüşme mantığının hatalı sıfır sonucu vermesi (muhtemelen orijinal başlık normalize eşleşmesi ile ilgili bir KB_veto hatası).",,"route.agir 'kimlik kurulamadı (cast-örtüşmesi 0) / yanlış-film şüphesi' diyor ama cast hem ham OCR'da hem gerçek framede tam ve okunur; _log.jsonl credit_validate.cast.value de doğru isimlerle dolu. Sorun cast okunabilirliği değil, KB cross-check/örtüşme mantığının hatalı sıfır sonucu vermesi (muhtemelen orijinal başlık normalize eşleşmesi ile ilgili bir KB_veto hatası)."
2018-9036,KRAL LEAR,YONETMEN,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\KRAL LEAR 2018-9036-1-0000-00-1\giris_reading_master_runaware.png,CHESTERMEAD / KING LEAR / PN:LDX N103 W / tvi / PART 2 OF 2 / BBC WORLDWIDE / edit 3,"giris_reading_master_runaware.png ve frames/giris/g_0002-g_0022 (41/270 kept) SADECE laboratuvar/countdown karti: CHESTERMEAD, KING LEAR, PN:LDX N103 W, tvi, PART 2 OF 2, 4X3, BBC WORLDWIDE, edit 3, Tel/Fax. g_0025+ direkt firtina sahnesine geciyor, hicbir credit-satiri yok.","Hem OCR hem gorsel ayni: sadece teknik lab-karti var, DIRECTED BY/YONETMEN ibaresi hicbir karede yok; _DURUM zaten 'garble/okunamadi' diyor ama aslinda alan jenerikte mevcut degil.",,"Hem OCR hem gorsel ayni: sadece teknik lab-karti var, DIRECTED BY/YONETMEN ibaresi hicbir karede yok; _DURUM zaten 'garble/okunamadi' diyor ama aslinda alan jenerikte mevcut degil."
2018-9036,KRAL LEAR,KIMLIK,D_JENERIKTE_YOK,,KING LEAR (BBC/tvi 'Chestermead' teknik kunye baslığı),ORTA,E:\MITAS\Database\KRAL LEAR 2018-9036-1-0000-00-1\frames\giris\g_0010.png,KING LEAR / PART 2 OF 2 / BBC WORLDWIDE,"Kunyede tek okunur ad 'KING LEAR' (Ingilizce), TRT baslik 'KRAL LEAR' ile tutarli ama bu bir program-adi alani, kimlik/prodüksiyon kunyesi degil; yapim yili/ulke/orijinal ad bilgisi hicbir frame'de yok.","vl_yon_aday/vl_cast_aday=null, otorite_audit.ocr_dropped=[] -> kimlik verisi hicbir asamada üretilmemis; cast okunabilirlik sorunu degil, gercekten yok (D), KB cross-check celiskisi bu yuzden.",,"vl_yon_aday/vl_cast_aday=null, otorite_audit.ocr_dropped=[] -> kimlik verisi hicbir asamada üretilmemis; cast okunabilirlik sorunu degil, gercekten yok (D), KB cross-check celiskisi bu yuzden."
2018-9036,KRAL LEAR,CAST,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\KRAL LEAR 2018-9036-1-0000-00-1\frames\cikis\c_0700.png,"(ocr/ocr-f2f1b4bf klasoru bos; dilim_oneocr.txt'de sadece CHESTERMEAD/KING LEAR/tvi satirlari var, oyuncu adi yok)","g_0022 sonrasi tum giris frame'leri (g_0025-g_0270) dogrudan firtinada Kral Lear sahnesi; cikis (c_0400,500,600,700-720) siyah ekran/dis-mekan diyalog, hicbir yerde oyuncu-ismi/credit blogu yok. frames/cikis_jenerik klasoru tamamen BOS (0 dosya) -> sistem cikiste credit-line bile bulamamis.","Kanit: cast okunamadi degil, gercekten jenerikte/ekranda mevcut degil (D); vl_cast_aday=null bunu dogruluyor.",,"Kanit: cast okunamadi degil, gercekten jenerikte/ekranda mevcut degil (D); vl_cast_aday=null bunu dogruluyor."
2018-9036,KRAL LEAR,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,,"subtitle.json icerigi: {""altyazili"": false, ""oran"": 0.0, ""hits"": 0, ""total"": 60, ""guven"": ""yüksek"", ""ornekler"": []}",,"asr/asr-6d72f8dc/run/ altinda gercek transcript*.txt veya chlang.json yok, sadece 93 byte'lik subtitle.json ve ham _asr_16k.wav var; _DURUM.json asr_status=failed, transcript_chars=null -> özet üretilecek transkript hic olusturulamamis.",,"asr/asr-6d72f8dc/run/ altinda gercek transcript*.txt veya chlang.json yok, sadece 93 byte'lik subtitle.json ve ham _asr_16k.wav var; _DURUM.json asr_status=failed, transcript_chars=null -> özet üretilecek transkript hic olusturulamamis."
2019-1105,ÇIKIŞ,YONETMEN,A_ELENDI,deferans,이상근 (Lee Sang-geun),YUKSEK,E:\MITAS\Database\ÇIKIŞ 2019-1105-1-0000-76-1\master_dilim\reading_master_runaware_p05.png,master_dilim/dilim_oneocr.txt satir 44-45: '각본/감독' / '이상근'; ocr/ocr-2e45eec5/ocr_ham.txt satir 331-332: '각본/감독' / '[이상근～',"Master dilim p05'te net 'gag chapter' kart tasarimi: konusma balonu icinde '각본/감독' (Senaryo/Yonetmen) etiketi, hemen altinda buyuk beyaz harflerle isim '이상근'. Okunakli, net, bulanik degil.","Isim hem framede hem ham OCR'da dogru Korece olarak yakalanmis ancak Latin-disi alfabe oldugu icin final kunyede 'Yonetmen: —' birakilmis; _DURUM.json neden: 'yonetmen dogrulama: okunamadi (yeniden-okuma/insan)', 'qc_block: Latin-disi kaynak (erken-translit) romanizasyon insan teyidi gerek' -> insan onayina ertelenmis (KONTROL/deferans), silinmemis/kaybolmamis.",,"Isim hem framede hem ham OCR'da dogru Korece olarak yakalanmis ancak Latin-disi alfabe oldugu icin final kunyede 'Yonetmen: —' birakilmis; _DURUM.json neden: 'yonetmen dogrulama: okunamadi (yeniden-okuma/insan)', 'qc_block: Latin-disi kaynak (erken-translit) romanizasyon insan teyidi gerek' -> insan onayina ertelenmis (KONTROL/deferans), silinmemis/kaybolmamis."
